substance,PubChemCID,sixwords,notes,smiles1,category,Unnamed: 6,2CB impurity,DMT impurity,GCMS breakdown product,GHB impurity,LSD impurity,MDMA impurity,NMDA receptor antagonist,NSAID,PCP-related,ace inhibitor,active agent,addictive,adulterant,alcohol use treatment,alkaloid,alpha-2 agonist,amphetamine & derivatives,anabolic,analgesic,anesthetic,anti-anxiety,anti-cholinergic,anti-convulsant,anti-depressant,anti-depressant impurity,anti-malarial,anti-microbial,anti-parasitic,anti-psychotic,anti-tussive,antihistamine,appetite suppressant,artificial sweetener,arylcyclohexylamine,atypical benzodiazepine,barbiturate,benzodiazepine,benzodiazepine metabolite,birth control,bittering agent,bulking agent,cannabinoid,cocaine cutting agent,cocaine impurity,codeine derivative,common,concern,contaminant,cut,cyclohexamine,decongestant,decreasing,depressant,dissociative,dissociative anesthetic,distinctive taste/smell,diuretic,downer,emerging,empathogen,entactogen,entheogen,erectile dysfunction,established,expectorant,fentanyl,fentanyl analogue,fentanyl impurity,fentanyl precursor,fertility treatment,fertilizer,fever/pain reliever,flavor,hallucinogen,heroin impurity,historically popular,hormone,hormone therapy,human effects uncertain,human growth hormone,impurity,indole alkaloid,indoleamine,industrial chemical,inert,insecticide,international relevance,kappa opioid,keratolytic,ketamine impurity,likely pharmaceutical origin,linked to overdose deaths,local relevance,maintenance treatment,menopause drug,metabolite,methamphetamine impurity,monoamine reuptake inhibitor,muscle builder,muscle relaxant,neonicotinoid,night life,nitazene,nitazene impurity,nitazene metabolite,non-psychoactive,non-toxic,nootropic,norfentanyl impurity,not psychoactive,numbing agent,opioid,opioid agonist reversal,opioid antagonist,opioid use treatment,over the counter,paraben,phencyclidine impurity,phenethylamines,phosphodiesterase inhibitor,plant grown,plastic impurity,possibly psychoactive,potent benzodiazepine,precursor,prescription,preservative,psychedelic,psychoactive,quinazolinone,research chemical,reversal agent,sedative,semi-synthetic,serotonin-norepinephrine reuptake inhibitor,sleep aid,smooth muscle relaxant,solvent,steroid,stimulant,substituted cathinone,substituted phenylmorpholine,sugar,sugar alcohol,supplement,sweetener,synthesis byproduct,synthetic,synthetic cannabinoid,thienodiazepine,tianeptine impurity,topical/dermal,tramadol impurity,typtamine,uncertain,uncommon,up-and-down,upper,vasodilator,veterinary,vitamin,weak opioid,count
4-Anilino-1-Boc-piperidine,1491502.0,fentanyl raw material and contaminant,,CC(C)(C)OC(=O)N1CCC(CC1)NC2=CC=CC=C2,opioid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
4-anilinopiperidine,89982.0,fentanyl raw material and contaminant,irreplaceable precursor for synthesizing fentanyl and fentanyl analogues (https://www.federalregister.gov/documents/2023/10/31/2023-23927/designation-of-halides-of-4-anilinopiperidine-as-list-i-chemicals),C1CNCCC1NC2=CC=CC=C2,opioid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
4-ANPP,88890.0,leftover/inactive part of fentanyl production,Well-established raw material used for making street fentanyl.,C1(NC2CCN(CCC3=CC=CC=C3)CC2)=CC=CC=C1,opioid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3434
4-benzylpyrimidine,598148.0,potential impurity from manufacturing amphetamines,potential by-products from synthesizing amphetamine and stimulants,C1=CC=C(C=C1)CC2=NC=NC=C2,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4-chloromethcathinone,82100418.0,Designer upper,"substituted cathinone (bath salt type stimulant), limited/no human studies",CC(C(=O)C1=CC=C(C=C1)Cl)NC,stimulant,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
4-fluoro-alpha-PHP,132989300.0,Designer upper,"substituted cathinone (bath salt type stimulant), limited/no human studies. entered market around 2017",CCCCC(C(=O)C1=CC=C(C=C1)F)N2CCCC2,stimulant,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4
4-fluoromethcathinone,49853406.0,Designer upper since 2008,"well-established substituted cathinone (bath salt type stimulant), limited/no human studies. entered market around 2008",CC(C(=O)C1=CC=C(C=C1)F)NC,stimulant,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4-hydroxy-MET,21786582.0,designer hallucinogen - similar to mushrooms,psychedelic first synthesized by Alexander Shulgin with properties similar to psilocybin/psilocin with more intense visuals,CCN(C)CCC1=CNC2=C1C(=CC=C2)OÂ Â,psychedelic,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4-methyl-5-phenylpyrimide,180586.0,"meth production leftover, human effects unknown","""Leuckart-specific"" impurities could indicate that the Leuckart method of amphetamine and methamphetamine synthesis had been used. The Leuckart-specific impurities, 4-methyl-5-phenyl-pyrimidine and N-formyl-amphetamine, were identified in 79 per cent of the amphetamine samples"" in Norway in 1984. https://www.unodc.org/unodc/en/data-and-analysis/bulletin/bulletin_1984-01-01_1_page006.html",CC1=NC=NC=C1C2=CC=CC=C2,stimulant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4-Methylmethcathinone,45266826.0,"commonly used stimulant, health effects unknown","Effects often compared to mix of cocaine-like and ecstacy-like.  Some overdose related deaths reported, though etiology not fully understood. both serotonergic and dopaminergic affects in animal models but limited human studies. synthesized 1929, popularized for recreational use starting early 2000s, made schedule I in US 2011",CC1=CC=C(C=C1)C(=O)C(C)NC,stimulant,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
5-fluoro-MDMB-PICA,129597835.0,"Synthetic weed, no human studies","Synthetic cannabinoid now DEA Schedule I (2022), no human studies but anecdotally stronger than cannabinoids and tend to have stronger side effect profile with more mental health risks.",CC(C)(C)C(C(=O)OC)NC(=O)C1=CN(C2=CC=CC=C21)CCCCCF,"cannabinoid,sedative",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5-MeO-DMT,1832.0,"Strong hallucinogen, religious use, ""toad venom""","Naturally occurring, intensively psychoactive tryptamine hallucinogen, best known for ego dissolution effects when smoked. Found in toad (Colorado River/Sonoran Desert Toad) parotid glands, some plants, and has also been synthesized.  Used in religious ceremonies in South America and other areas.  DEA schedule I.",CN(C)CCC1=CNC2=C1C=C(C=C2)OC,psychedelic,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5-MeO-MiPT,2763156.0,Hallucinogen related to Foxy,"5-MeO-MiPT is an analog of the popular drug 5-methoxy-N, N-diisopropyltryptamine (5-MeO-DiPT, Foxy), and it is named “Moxy” and described as a more tactile version of Foxy. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8909217/.  at higher doses can have more entheogen-type effects like 5-MeO-DMT.",COC1=CC=C(NC=C2CCN(C)C(C)C)C2=C1,psychedelic,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5-methoxy NiPT,707167.0,,,CC(C)NCCC1=CNC2=C1C=C(C=C2)OC,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6-monoacetylmorphine,520352.0,heroin metabolite with strong CNS activity,,CC(=O)OC1C=CC2C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3C,opioid,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259
8-aminoclonazolam,12562515.0,metabolize of benzodiazepine clonazolam,"metabolite of,  and important biomarker for, designer benzodiazepine clonazolam (https://www.cfsre.org/nps-discovery/public-alerts/updated-trend-reporting-for-the-nps-benzodiazepine-clonazolam-based-on-data-mining-for-8-aminoclonazolam)",CC1=NN=C2N1C3=C(C=C(C=C3)N)C(=NC2)C4=CC=CC=C4Cl,sedative,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
acetaminophen,1983.0,Common pain medication available without prescription,"Very common over the counter pain and fever reducer, as brand name Tylenol. Liver toxicity noted in high doses. Also included in some prescription opioid analgesic like Vicodin. Major metabolite of phenacetin.",CC(=O)NC1=CC=C(C=C1)O,other,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398
acetamiprid,213021.0,"Insecticide sold as dope, Summer 2024",,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
acetanilide,904.0,Fentanyl cut; Tylenol alternative in 1800s,Mostly converted to acetaminophen (Tylenol) in the body. Alternate pathway produces some aniline which can cause blood problems (methemoglobinemia) with high or chronic exposure. Sold historically as Antifebrin.,CC(=O)NC1=CC=CC=C1,other,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13
acetyl fentanyl,527015.0,potent fentanyl analogue,,CC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,opioid,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
acetylcodeine,5486550.0,"impurity from synthesizing fentanyl, codeine derivative",,CC(=O)OC1C=CC2C3CC4=C5C2(C1OC5=C(C=C4)OC)CCN3C,opioid,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,292
ADB-4en-PINACA,162368474.0,"Synthetic weed, no human studies","Synthetic cannabinoid DEA Schedule II (temporary as of december 2023), no human studies but anecdotally synthetic cannabinoids are stronger than cannabinoids and tend to have stronger side effect profile with more mental health risks.",CC(C)(C)C(C(=O)N)NC(=O)C1=NN(C2=CC=CC=C21)CCCC=C,"cannabinoid,sedative",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ADB-BUTINACA,155907792.0,"Synthetic weed, no human studies","Synthetic cannabinoid DEA Schedule I, no human studies but anecdotally synthetic cannabinoids are stronger than cannabinoids and tend to have stronger side effect profile with more mental health risks.",CCCCN1C2=CC=CC=C2C(=N1)C(=O)NC(C(=O)N)C(C)(C)C,"cannabinoid,sedative",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
ADB-INACA,147306780.0,"Synthetic weed, no human studies","Synthetic cannabinoid with no DEA scheduling, no human studies but anecdotally synthetic cannabinoids are stronger than cannabinoids and tend to have stronger side effect profile with more mental health risks.",CC(C)(C)C(C(=O)N)NC(=O)C1=NNC2=CC=CC=C21,"cannabinoid,sedative",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
adrafinil,3033226.0,increases energy/wakefulness,"Adrafinil is a prodrug of modafinil (aka Provigil), meaning adrafinil gets broken down to modafinil in the human body. When taken orally, take about an hour to feel effects. removed from market in France for safety concerns and did not earn FDA approval.",C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO,stimulant,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
alpha-benzyl-N-methylphenethylamine,93287.0,part of poorly-made methamphetamine,"https://www.sciencedirect.com/science/article/abs/pii/0014299996004360 Byproduct/impurity from subpar meth synthesis process, human effects unknown, but animal studies concerning for convulsion and multiple sites of action in CNS",CNC(CC1=CC=CC=C1)CC2=CC=CC=C2,other,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
alprazolam,2118.0,prescription benzodiazepine,,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,sedative,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
amphetamine,3007.0,Prescription upper/stimulant,"Can be pharmaceutical or illicitly manufactured, in ADHD used to improve focus/attention",CN(C)CCC1=CNC2=C1C=C(C=C2)OC,stimulant,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34
